cliente_id,curvatura,porosidade,dano_quimico,ressecamento_opacidade,alta_porosidade_quimica,frizz_falta_definicao,transicao_capilar,couro_sensivel_oleoso,produto_usado,score_terapeutico_real,nota_satisfacao,cluster
CLI_0270,3,3,1,1,1,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.4,3,3
CLI_0271,3,2,1,1,0,0,0,0,Arvensis Ativador de Cachos e Crespos,0.7,4,2
CLI_0272,3,2,0,1,0,1,0,1,Deva Curl Delight (Volume e Leveza),0.433,4,0
CLI_0273,4,1,0,1,0,1,0,1,Curly Care ACID-C (Acidificante Antiporosidade),0.433,3,0
CLI_0274,4,3,1,1,1,0,0,0,Curly Care Manteiga Nutritiva,0.8,3,3
CLI_0275,3,2,1,1,0,0,0,1,Arvensis Ativador de Cachos e Crespos,0.4,3,0
CLI_0276,4,3,0,1,1,1,1,0,Deva Curl Delight (Volume e Leveza),0.35,2,3
CLI_0277,2,3,0,0,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.6,4,1
CLI_0278,2,3,0,1,0,0,0,1,Arvensis Ativador de Cachos e Crespos,0.4,2,0
CLI_0279,3,1,0,1,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.45,3,2
CLI_0280,4,2,0,1,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.45,2,2
CLI_0281,3,3,1,1,1,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.7,4,3
CLI_0282,3,1,1,0,0,1,1,0,Arvensis Co-Wash Suave Cachos Naturais,0.25,2,1
CLI_0283,3,3,0,1,0,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.55,4,2
CLI_0284,4,2,0,0,0,1,0,0,Arvensis Ativador de Cachos e Crespos,0.8,4,1
CLI_0285,3,2,0,1,0,0,0,1,Curly Care ACID-C (Acidificante Antiporosidade),0.35,3,0
CLI_0286,2,2,0,0,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.6,3,1
CLI_0287,3,2,0,1,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.45,3,2
CLI_0288,3,1,0,0,0,1,0,0,Arvensis Geleia Forte Fixação,1.0,5,1
CLI_0289,4,2,0,1,0,1,0,0,Curly Care Manteiga Nutritiva,0.7,4,2
CLI_0290,4,2,0,1,0,1,0,1,Arvensis Co-Wash Suave Cachos Naturais,0.6,4,0
CLI_0291,4,3,1,1,1,0,1,0,Arvensis Geleia Forte Fixação,0.467,4,3
CLI_0292,3,3,1,1,0,0,0,0,Curly Care Manteiga Nutritiva,1.0,5,3
CLI_0293,3,3,0,1,0,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.55,3,2
CLI_0294,2,2,0,0,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.2,2,1
CLI_0295,4,1,0,1,1,1,0,0,Curly Care Manteiga Nutritiva,0.667,4,2
CLI_0296,3,1,0,1,0,1,0,0,Arvensis Geleia Forte Fixação,0.6,4,2
CLI_0297,3,2,0,0,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.6,3,1
CLI_0298,3,3,0,0,0,1,0,0,Arvensis Geleia Forte Fixação,1.0,5,1
CLI_0299,3,1,0,0,1,1,0,0,Curly Care Manteiga Nutritiva,0.5,3,1
CLI_0300,4,3,1,1,1,1,1,0,Arvensis Co-Wash Suave Cachos Naturais,0.375,4,3
CLI_0301,2,2,0,1,0,1,1,0,Curly Care ACID-C (Acidificante Antiporosidade),0.533,4,2
CLI_0302,4,2,0,0,0,0,1,0,Arvensis Geleia Forte Fixação,0.9,5,2
CLI_0303,3,1,0,0,0,1,0,1,Arvensis Geleia Forte Fixação,0.55,4,0
CLI_0304,3,1,0,1,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.45,3,2
CLI_0305,3,2,0,0,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.2,2,1
CLI_0306,3,3,1,1,1,1,0,0,Arvensis Geleia Forte Fixação,0.5,3,3
CLI_0307,3,3,1,0,1,1,0,1,Arvensis Geleia Forte Fixação,0.467,3,3
CLI_0308,3,2,1,0,0,1,0,1,Curly Care Manteiga Nutritiva,0.2,3,0
CLI_0309,3,1,1,0,0,1,0,0,Curly Care Manteiga Nutritiva,0.4,3,1
CLI_0310,2,1,0,0,0,1,1,0,Deva Curl Delight (Volume e Leveza),0.45,4,1
CLI_0311,3,2,0,0,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.2,3,1
CLI_0312,4,1,0,1,0,1,0,0,Arvensis Geleia Forte Fixação,0.6,1,2
CLI_0313,3,2,0,0,0,1,0,0,Arvensis Geleia Forte Fixação,1.0,5,1
CLI_0314,3,2,0,0,0,1,0,0,Arvensis Geleia Forte Fixação,1.0,5,1
CLI_0315,3,1,0,0,0,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.6,4,1
CLI_0316,3,2,1,0,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.6,4,1
CLI_0317,3,3,1,1,1,1,0,0,Deva Curl Delight (Volume e Leveza),0.367,5,3
CLI_0318,3,3,1,0,1,1,0,1,Arvensis Co-Wash Suave Cachos Naturais,0.533,3,3
CLI_0319,3,2,0,1,0,0,1,0,Curly Care ACID-C (Acidificante Antiporosidade),0.5,4,2
CLI_0320,3,3,0,0,1,0,0,0,Arvensis Geleia Forte Fixação,0.3,3,3
CLI_0321,3,3,1,1,0,0,1,0,Arvensis Co-Wash Suave Cachos Naturais,0.45,3,3
CLI_0322,3,2,0,1,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.45,3,2
CLI_0323,2,1,0,1,0,1,1,0,Arvensis Ativador de Cachos e Crespos,0.733,4,2
CLI_0324,3,2,1,1,0,1,1,0,Arvensis Geleia Forte Fixação,0.7,3,2
CLI_0325,4,2,0,1,0,0,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.5,3,2
CLI_0326,4,1,0,1,0,1,0,0,Curly Care Manteiga Nutritiva,0.7,4,2
CLI_0327,3,3,1,0,1,1,0,0,Arvensis Ativador de Cachos e Crespos,0.6,4,3
CLI_0328,4,1,0,1,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.4,3,2
CLI_0329,4,3,0,1,0,0,0,0,Deva Curl Delight (Volume e Leveza),0.3,2,2
CLI_0330,3,3,0,0,0,1,0,0,Arvensis Geleia Forte Fixação,1.0,5,1
CLI_0331,4,2,0,1,0,0,1,0,Arvensis Co-Wash Suave Cachos Naturais,0.45,3,2
CLI_0332,2,3,1,1,1,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.7,4,3
CLI_0333,3,3,1,1,0,0,0,1,Arvensis Ativador de Cachos e Crespos,0.4,3,0
CLI_0334,3,3,1,0,1,0,1,1,Arvensis Co-Wash Suave Cachos Naturais,0.567,1,3
CLI_0335,3,3,1,1,1,1,1,0,Arvensis Ativador de Cachos e Crespos,0.65,4,3
CLI_0336,3,2,0,0,0,1,0,0,Curly Care Manteiga Nutritiva,0.4,3,1
CLI_0337,4,2,0,1,0,0,0,0,Curly Care Manteiga Nutritiva,1.0,5,2
CLI_0338,2,2,0,1,0,1,1,0,Arvensis Geleia Forte Fixação,0.7,4,2
CLI_0339,3,2,0,0,0,1,0,0,Curly Care Manteiga Nutritiva,0.4,4,1
CLI_0340,3,2,0,1,0,1,0,1,Curly Care ACID-C (Acidificante Antiporosidade),0.433,3,0
CLI_0341,3,3,0,1,1,1,0,1,Deva Curl Delight (Volume e Leveza),0.375,3,0
CLI_0342,2,3,0,0,1,1,0,1,Arvensis Geleia Forte Fixação,0.467,3,0
CLI_0343,2,2,0,0,0,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.6,4,1
CLI_0344,3,3,1,1,1,1,0,0,Deva Curl Delight (Volume e Leveza),0.367,3,3
CLI_0345,3,1,0,0,0,1,0,0,Curly Care Manteiga Nutritiva,0.4,4,1
CLI_0346,3,1,1,1,0,1,1,0,Arvensis Geleia Forte Fixação,0.7,4,2
CLI_0347,3,2,0,0,1,1,0,1,Curly Care Manteiga Nutritiva,0.333,3,0
CLI_0348,3,2,0,1,0,1,0,1,Curly Care ACID-C (Acidificante Antiporosidade),0.433,3,0
CLI_0349,3,2,0,1,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.45,3,2
CLI_0350,2,2,1,0,0,0,0,1,Arvensis Co-Wash Suave Cachos Naturais,1.0,5,0
CLI_0351,4,2,1,1,1,0,1,0,Curly Care Manteiga Nutritiva,0.667,4,3
CLI_0352,3,3,1,1,1,1,0,1,Arvensis Geleia Forte Fixação,0.4,3,3
CLI_0353,2,3,1,1,1,0,1,1,Arvensis Co-Wash Suave Cachos Naturais,0.575,3,3
CLI_0354,3,2,0,0,1,1,0,1,Arvensis Ativador de Cachos e Crespos,0.433,3,0
CLI_0355,3,2,0,0,1,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.3,2,1
CLI_0356,3,1,0,1,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.4,2,2
CLI_0357,3,2,0,0,0,1,0,0,Curly Care Manteiga Nutritiva,0.4,5,1
CLI_0358,4,3,1,1,1,1,0,0,Arvensis Geleia Forte Fixação,0.5,4,3
CLI_0359,3,2,1,0,1,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.8,4,3
CLI_0360,4,2,0,0,0,1,0,0,Curly Care Manteiga Nutritiva,0.4,3,1
CLI_0361,2,1,0,1,0,1,0,1,Arvensis Geleia Forte Fixação,0.433,3,0
CLI_0362,3,3,0,1,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.45,3,2
CLI_0363,3,2,0,1,0,1,1,0,Deva Curl Delight (Volume e Leveza),0.4,3,2
CLI_0364,3,1,0,1,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.45,3,2
CLI_0365,2,2,0,1,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.4,3,1
CLI_0366,3,2,0,0,1,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.3,3,1
CLI_0367,4,1,0,1,0,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.55,3,2
CLI_0368,2,3,1,1,1,0,1,0,Arvensis Ativador de Cachos e Crespos,0.6,2,3
CLI_0369,4,3,1,0,1,1,0,0,Curly Care Manteiga Nutritiva,0.5,4,3
CLI_0370,3,2,0,1,0,1,0,0,Arvensis Ativador de Cachos e Crespos,0.75,1,2
CLI_0371,3,2,0,0,0,1,0,1,Arvensis Geleia Forte Fixação,0.55,3,0
CLI_0372,3,3,1,1,1,1,0,0,Arvensis Ativador de Cachos e Crespos,0.633,4,3
CLI_0373,3,3,1,1,1,1,1,0,Arvensis Geleia Forte Fixação,0.6,3,3
CLI_0374,4,2,0,1,1,1,1,0,Curly Care ACID-C (Acidificante Antiporosidade),0.65,4,2
CLI_0375,4,2,0,1,0,0,0,1,Arvensis Co-Wash Suave Cachos Naturais,0.8,4,0
CLI_0376,3,2,0,1,0,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.55,4,2
CLI_0377,3,2,1,0,1,0,0,1,Deva Curl Delight (Volume e Leveza),0.3,2,0
CLI_0378,3,1,0,1,0,0,0,1,Arvensis Ativador de Cachos e Crespos,0.4,3,0
CLI_0379,3,3,0,1,1,1,0,1,Arvensis Co-Wash Suave Cachos Naturais,0.55,3,0
CLI_0380,2,1,0,0,0,1,1,1,Arvensis Geleia Forte Fixação,0.667,4,0
CLI_0381,4,1,0,1,0,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.55,4,2
CLI_0382,3,2,0,1,0,1,0,0,Arvensis Ativador de Cachos e Crespos,0.75,4,2
CLI_0383,4,2,0,1,0,1,0,0,Arvensis Geleia Forte Fixação,0.6,3,2
CLI_0384,2,2,0,0,1,1,0,0,Deva Curl Delight (Volume e Leveza),0.4,2,1
CLI_0385,4,2,0,1,0,1,0,0,Arvensis Geleia Forte Fixação,0.6,3,2
CLI_0386,3,3,1,0,1,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.8,5,3
CLI_0387,3,2,0,0,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.2,2,1
CLI_0388,3,3,1,1,1,1,0,0,Curly Care Manteiga Nutritiva,0.667,3,3
CLI_0389,3,1,0,0,0,0,0,1,Curly Care Manteiga Nutritiva,0.0,3,0
CLI_0390,3,1,0,1,0,0,0,1,Curly Care ACID-C (Acidificante Antiporosidade),0.35,2,0
CLI_0391,4,2,1,1,0,1,0,0,Curly Care Manteiga Nutritiva,0.7,4,2
CLI_0392,3,1,0,0,0,1,0,0,Arvensis Ativador de Cachos e Crespos,0.8,4,1
CLI_0393,4,3,0,1,0,0,0,0,Deva Curl Delight (Volume e Leveza),0.3,1,2
CLI_0394,2,2,1,0,0,1,0,1,Arvensis Co-Wash Suave Cachos Naturais,0.6,3,0
CLI_0395,2,2,0,1,1,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.4,3,1
CLI_0396,3,1,0,1,0,1,0,1,Arvensis Geleia Forte Fixação,0.433,3,0
CLI_0397,3,2,1,1,0,1,1,0,Curly Care Manteiga Nutritiva,0.6,4,2
CLI_0398,3,1,1,1,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.45,3,2
CLI_0399,3,2,0,1,0,1,1,0,Arvensis Co-Wash Suave Cachos Naturais,0.367,3,2
CLI_0400,4,3,1,1,1,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.7,4,3
CLI_0401,3,1,0,0,0,1,0,0,Arvensis Geleia Forte Fixação,1.0,5,1
CLI_0402,3,1,0,0,0,1,0,1,Curly Care ACID-C (Acidificante Antiporosidade),0.4,3,0
CLI_0403,4,3,1,1,1,1,1,1,Curly Care Manteiga Nutritiva,0.48,3,3
CLI_0404,4,1,0,1,0,0,0,0,Deva Curl Delight (Volume e Leveza),0.3,3,2
CLI_0405,3,3,1,1,1,1,0,0,Arvensis Ativador de Cachos e Crespos,0.633,4,3
CLI_0406,4,2,0,1,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.45,2,2
CLI_0407,3,3,1,1,1,1,0,1,Curly Care ACID-C (Acidificante Antiporosidade),0.575,3,3
CLI_0408,3,1,0,0,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.2,2,1
CLI_0409,2,2,1,1,1,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.7,4,3
CLI_0410,3,1,0,0,0,1,0,1,Deva Curl Delight (Volume e Leveza),0.5,4,0
CLI_0411,3,1,0,1,0,1,1,1,Curly Care ACID-C (Acidificante Antiporosidade),0.45,3,0
CLI_0412,3,2,0,1,0,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.55,3,2
CLI_0413,4,2,1,1,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.45,2,2
CLI_0414,3,3,1,0,1,1,0,0,Arvensis Ativador de Cachos e Crespos,0.6,4,3
CLI_0415,3,3,1,1,1,0,0,0,Curly Care Manteiga Nutritiva,0.8,1,3
CLI_0416,4,3,0,1,1,0,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.5,1,3
CLI_0417,3,2,0,0,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.2,2,1
CLI_0418,4,3,1,1,1,0,0,0,Curly Care Manteiga Nutritiva,0.8,4,3
CLI_0419,3,1,0,1,0,1,1,0,Deva Curl Delight (Volume e Leveza),0.4,3,2
CLI_0420,4,3,1,1,0,1,0,1,Deva Curl Delight (Volume e Leveza),0.433,2,0
CLI_0421,3,2,0,0,0,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.6,3,1
CLI_0422,3,1,0,1,1,1,1,0,Arvensis Co-Wash Suave Cachos Naturais,0.375,3,2
CLI_0423,3,3,1,1,1,0,0,0,Deva Curl Delight (Volume e Leveza),0.25,3,3
CLI_0424,2,3,1,0,1,1,0,0,Curly Care Manteiga Nutritiva,0.5,2,3
CLI_0425,3,2,0,0,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.6,4,1
CLI_0426,4,2,1,1,0,1,0,0,Arvensis Ativador de Cachos e Crespos,0.75,4,2
CLI_0427,3,3,1,1,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.4,3,3
CLI_0428,3,2,0,0,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.6,4,1
CLI_0429,3,3,1,1,1,0,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.75,1,3
CLI_0430,3,2,1,0,0,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.6,3,1
CLI_0431,3,3,0,0,0,1,0,1,Curly Care Manteiga Nutritiva,0.2,2,0
CLI_0432,3,1,0,0,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.6,4,1
CLI_0433,2,1,0,1,0,1,0,0,Curly Care Manteiga Nutritiva,0.7,3,1
CLI_0434,2,1,0,0,0,1,0,0,Arvensis Ativador de Cachos e Crespos,0.8,3,1
CLI_0435,4,2,0,1,1,1,0,0,Arvensis Ativador de Cachos e Crespos,0.633,3,2
CLI_0436,2,2,0,1,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.4,3,1
CLI_0437,3,2,1,0,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.6,3,1
CLI_0438,2,1,1,0,0,1,0,0,Arvensis Ativador de Cachos e Crespos,0.8,4,1
CLI_0439,3,1,0,0,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.2,2,1
CLI_0440,3,1,0,0,0,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.6,3,1
CLI_0441,3,1,0,1,0,1,0,0,Arvensis Ativador de Cachos e Crespos,0.75,4,2
CLI_0442,4,2,0,1,0,1,0,0,Arvensis Geleia Forte Fixação,0.6,4,2
CLI_0443,2,3,1,0,1,0,1,1,Deva Curl Delight (Volume e Leveza),0.3,3,3
CLI_0444,4,3,1,1,1,0,0,0,Arvensis Ativador de Cachos e Crespos,0.55,4,3
CLI_0445,3,2,0,1,0,0,0,1,Arvensis Co-Wash Suave Cachos Naturais,0.8,5,0
CLI_0446,3,3,1,1,1,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.7,3,3
CLI_0447,4,2,0,1,0,0,0,0,Curly Care Manteiga Nutritiva,1.0,5,2
CLI_0448,3,1,0,1,0,1,0,0,Arvensis Ativador de Cachos e Crespos,0.75,5,2
CLI_0449,4,3,1,1,1,1,1,0,Arvensis Ativador de Cachos e Crespos,0.65,4,3
CLI_0450,3,2,1,0,0,1,0,0,Arvensis Geleia Forte Fixação,1.0,5,1
CLI_0451,4,2,0,0,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.6,3,1
CLI_0452,3,3,1,1,1,1,1,1,Deva Curl Delight (Volume e Leveza),0.36,3,3
CLI_0453,4,1,0,0,0,1,0,0,Arvensis Ativador de Cachos e Crespos,0.8,4,1
CLI_0454,3,3,1,1,1,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.7,4,3
CLI_0455,3,2,0,0,0,1,0,0,Curly Care Manteiga Nutritiva,0.4,3,1
CLI_0456,3,2,0,0,0,1,0,0,Arvensis Ativador de Cachos e Crespos,0.8,4,1
CLI_0457,2,3,1,1,1,1,0,0,Arvensis Geleia Forte Fixação,0.5,1,3
CLI_0458,4,3,1,1,1,1,0,1,Deva Curl Delight (Volume e Leveza),0.375,2,3
CLI_0459,4,2,0,1,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.4,3,2
CLI_0460,4,3,1,1,1,0,0,0,Curly Care Manteiga Nutritiva,0.8,4,3
CLI_0461,3,2,0,1,1,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.4,3,2
CLI_0462,4,1,0,1,0,0,0,0,Deva Curl Delight (Volume e Leveza),0.3,1,2
CLI_0463,3,1,0,0,0,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.6,3,1
CLI_0464,4,1,0,1,0,1,0,1,Curly Care Manteiga Nutritiva,0.467,3,0
CLI_0465,3,2,0,0,0,1,0,0,Arvensis Ativador de Cachos e Crespos,0.8,5,1
CLI_0466,3,1,0,1,1,0,0,0,Arvensis Ativador de Cachos e Crespos,0.55,3,2
CLI_0467,3,2,0,0,0,1,0,1,Arvensis Ativador de Cachos e Crespos,0.45,3,0
CLI_0468,3,1,0,0,0,1,1,1,Arvensis Ativador de Cachos e Crespos,0.533,3,0
CLI_0469,4,1,1,1,0,1,1,0,Curly Care ACID-C (Acidificante Antiporosidade),0.533,4,2
CLI_0470,4,2,1,1,0,0,0,0,Arvensis Ativador de Cachos e Crespos,0.7,4,2
CLI_0471,3,2,0,1,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.4,3,2
CLI_0472,3,1,1,1,0,0,0,1,Arvensis Ativador de Cachos e Crespos,0.4,3,0
CLI_0473,3,2,1,0,0,1,0,0,Arvensis Geleia Forte Fixação,1.0,5,1
CLI_0474,4,3,1,1,1,0,1,0,Arvensis Geleia Forte Fixação,0.467,3,3
CLI_0475,4,1,1,1,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.4,3,2
CLI_0476,3,3,1,0,1,1,0,0,Curly Care Manteiga Nutritiva,0.5,3,3
CLI_0477,4,3,1,1,1,1,0,1,Arvensis Geleia Forte Fixação,0.4,5,3
CLI_0478,4,2,0,1,0,0,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.5,2,2
CLI_0479,4,2,0,1,0,0,1,0,Arvensis Ativador de Cachos e Crespos,0.7,4,2
CLI_0480,4,2,0,1,1,0,0,0,Curly Care Manteiga Nutritiva,0.8,4,2
CLI_0481,3,2,1,1,0,0,1,1,Arvensis Co-Wash Suave Cachos Naturais,0.633,4,0
CLI_0482,4,1,0,0,0,0,0,1,Curly Care ACID-C (Acidificante Antiporosidade),0.2,2,0
CLI_0483,3,1,0,1,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.45,3,2
CLI_0484,2,3,1,0,0,1,0,0,Curly Care Manteiga Nutritiva,0.4,2,1
CLI_0485,4,3,0,1,0,0,0,0,Deva Curl Delight (Volume e Leveza),0.3,2,2
CLI_0486,3,2,0,1,1,1,0,0,Deva Curl Delight (Volume e Leveza),0.367,4,2
CLI_0487,3,1,1,0,0,1,1,0,Arvensis Ativador de Cachos e Crespos,0.75,5,1
CLI_0488,3,3,1,1,1,1,1,1,Deva Curl Delight (Volume e Leveza),0.36,3,3
CLI_0489,3,2,0,0,0,1,0,0,Arvensis Geleia Forte Fixação,1.0,5,1
CLI_0490,3,3,1,0,1,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.8,4,3
CLI_0491,3,1,0,1,0,0,1,0,Arvensis Geleia Forte Fixação,0.55,4,2
CLI_0492,3,3,1,1,1,1,0,0,Arvensis Geleia Forte Fixação,0.5,3,3
CLI_0493,3,3,0,0,0,1,0,0,Arvensis Ativador de Cachos e Crespos,0.8,4,1
CLI_0494,2,1,1,0,0,1,0,0,Curly Care Manteiga Nutritiva,0.4,2,1
CLI_0495,3,2,1,1,0,1,1,0,Deva Curl Delight (Volume e Leveza),0.4,3,2
CLI_0496,3,3,1,1,1,0,0,1,Arvensis Co-Wash Suave Cachos Naturais,0.667,4,3
CLI_0497,3,3,1,1,1,1,1,0,Curly Care Manteiga Nutritiva,0.6,4,3
CLI_0498,4,3,1,1,1,0,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.75,4,3
CLI_0499,4,3,1,1,1,1,0,1,Arvensis Ativador de Cachos e Crespos,0.5,3,3
CLI_0500,3,3,0,0,0,0,0,1,Curly Care ACID-C (Acidificante Antiporosidade),0.2,2,0
CLI_0501,3,2,1,0,0,1,0,0,Arvensis Geleia Forte Fixação,1.0,4,1
CLI_0502,4,1,0,1,0,0,0,0,Curly Care Manteiga Nutritiva,1.0,5,2
CLI_0503,3,3,0,0,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.6,1,1
CLI_0504,4,2,0,1,0,1,0,0,Curly Care Manteiga Nutritiva,0.7,5,2
CLI_0505,3,2,1,1,0,1,0,0,Arvensis Geleia Forte Fixação,0.6,4,2
CLI_0506,4,2,1,1,0,1,0,1,Arvensis Co-Wash Suave Cachos Naturais,0.6,4,0
CLI_0507,3,3,1,1,1,1,0,0,Arvensis Ativador de Cachos e Crespos,0.633,4,3
CLI_0508,3,1,1,1,0,1,1,1,Curly Care Manteiga Nutritiva,0.45,3,0
CLI_0509,3,1,0,0,0,1,0,1,Deva Curl Delight (Volume e Leveza),0.5,3,0
CLI_0510,3,3,0,0,1,1,1,0,Curly Care ACID-C (Acidificante Antiporosidade),0.7,5,3
CLI_0511,3,3,1,1,1,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.7,4,3
CLI_0512,4,2,0,1,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.45,2,2
CLI_0513,4,3,1,1,1,1,0,0,Deva Curl Delight (Volume e Leveza),0.367,2,3
CLI_0514,3,1,0,0,0,1,1,0,Deva Curl Delight (Volume e Leveza),0.45,4,1
CLI_0515,3,3,0,0,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.2,2,1
CLI_0516,2,2,0,0,0,1,0,1,Arvensis Geleia Forte Fixação,0.55,4,0
CLI_0517,3,1,1,1,0,1,0,0,Arvensis Ativador de Cachos e Crespos,0.75,4,2
CLI_0518,2,2,1,0,0,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.6,2,1
CLI_0519,4,3,0,1,0,1,0,0,Arvensis Geleia Forte Fixação,0.6,4,2
CLI_0520,4,1,0,0,0,1,0,0,Arvensis Ativador de Cachos e Crespos,0.8,5,1
CLI_0521,4,2,0,0,0,1,0,0,Arvensis Ativador de Cachos e Crespos,0.8,3,1
CLI_0522,4,2,0,1,0,1,0,0,Arvensis Co-Wash Suave Cachos Naturais,0.4,4,2
CLI_0523,2,3,0,0,1,1,0,0,Arvensis Ativador de Cachos e Crespos,0.6,1,1
CLI_0524,3,1,0,0,0,1,1,0,Curly Care ACID-C (Acidificante Antiporosidade),0.55,4,1
CLI_0525,3,2,0,1,0,0,0,0,Deva Curl Delight (Volume e Leveza),0.3,2,2
CLI_0526,4,2,1,0,0,1,1,0,Curly Care ACID-C (Acidificante Antiporosidade),0.55,2,1
CLI_0527,4,2,0,1,0,0,0,0,Arvensis Geleia Forte Fixação,0.2,2,2
CLI_0528,2,3,0,1,0,0,0,1,Deva Curl Delight (Volume e Leveza),0.35,3,0
CLI_0529,3,2,0,0,0,1,1,0,Arvensis Geleia Forte Fixação,0.95,4,1
CLI_0530,3,1,0,0,0,1,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.6,2,1
CLI_0531,2,2,0,0,0,1,0,0,Arvensis Geleia Forte Fixação,1.0,5,1
CLI_0532,2,2,1,1,0,0,0,0,Curly Care ACID-C (Acidificante Antiporosidade),0.5,3,2
CLI_0533,3,3,1,1,1,1,1,0,Arvensis Geleia Forte Fixação,0.6,3,3
CLI_0534,3,3,1,1,1,1,0,1,Arvensis Geleia Forte Fixação,0.4,2,3
CLI_0535,3,1,0,0,0,1,0,0,Curly Care Manteiga Nutritiva,0.4,3,1
CLI_0536,2,3,1,0,1,1,1,0,Arvensis Co-Wash Suave Cachos Naturais,0.3,2,3
CLI_0537,3,3,1,1,1,0,0,0,Curly Care Manteiga Nutritiva,0.8,4,3
CLI_0538,3,3,0,1,0,1,0,0,Curly Care Manteiga Nutritiva,0.7,5,2
CLI_0539,3,1,0,1,0,0,0,0,Arvensis Geleia Forte Fixação,0.2,2,2
CLI_0540,3,2,0,1,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.45,3,2
CLI_0541,4,2,0,1,0,1,0,0,Deva Curl Delight (Volume e Leveza),0.45,3,2
